name;Mean Commuting Time;State FIPS Code;County FIPS Code;County;State;geoid;Geo Shape;geo_point_2d
Arapahoe County, Colorado;27.4;08;005;Arapahoe County;Colorado;08005;"{""coordinates"": [[[[-103.706547, 39.739894], [-103.723936, 39.739785], [-103.793957, 39.740045], [-103.800199, 39.740201], [-103.866063, 39.740236], [-103.907516, 39.740654], [-103.965516, 39.740518], [-103.977636, 39.740267], [-104.040725, 39.739981], [-104.115069, 39.739774], [-104.209525, 39.739018], [-104.264987, 39.738877], [-104.340089, 39.738248], [-104.391862, 39.73804], [-104.507378, 39.73825], [-104.558884, 39.73933], [-104.624643, 39.740077], [-104.630422, 39.7395], [-104.652803, 39.739778], [-104.66027, 39.740482], [-104.678305, 39.739995], [-104.725637, 39.740267], [-104.82169, 39.740292], [-104.884646, 39.740156], [-104.884711, 39.73093], [-104.886613, 39.729219], [-104.881934, 39.72496], [-104.87533, 39.725576], [-104.875342, 39.718944], [-104.870596, 39.718176], [-104.870625, 39.710174], [-104.865971, 39.711053], [-104.865967, 39.703807], [-104.868556, 39.703109], [-104.870662, 39.698377], [-104.865962, 39.696559], [-104.896814, 39.696588], [-104.903544, 39.698535], [-104.903512, 39.689354], [-104.89881, 39.689341], [-104.898801, 39.692975], [-104.894092, 39.692874], [-104.894058, 39.685694], [-104.889328, 39.685684], [-104.889308, 39.682056], [-104.894046, 39.682061], [-104.894058, 39.678448], [-104.903579, 39.676675], [-104.903509, 39.667624], [-104.894024, 39.667589], [-104.890204, 39.66451], [-104.885164, 39.667566], [-104.879525, 39.663927], [-104.875653, 39.664527], [-104.876265, 39.670909], [-104.875291, 39.674766], [-104.870882, 39.674764], [-104.866051, 39.670847], [-104.866334, 39.660309], [-104.856441, 39.66034], [-104.848587, 39.659203], [-104.848621, 39.656595], [-104.854864, 39.654754], [-104.867624, 39.647344], [-104.875573, 39.64499], [-104.875454, 39.651466], [-104.88014, 39.653057], [-104.880332, 39.64131], [-104.88512, 39.638948], [-104.885264, 39.624129], [-104.913407, 39.624083], [-104.913227, 39.638669], [-104.92246, 39.645849], [-104.931873, 39.645826], [-104.931703, 39.653044], [-104.954983, 39.652987], [-104.953788, 39.656683], [-104.959485, 39.656691], [-104.959443, 39.661526], [-104.968785, 39.660417], [-104.968805, 39.665839], [-104.973486, 39.667684], [-105.000355, 39.667728], [-105.003937, 39.666487], [-105.004882, 39.660455], [-105.010941, 39.660507], [-105.00636, 39.6677], [-105.006357, 39.676759], [-105.008664, 39.678627], [-105.015696, 39.678684], [-105.0158, 39.660508], [-105.022982, 39.660526], [-105.023003, 39.65683], [-105.032038, 39.656983], [-105.034615, 39.653276], [-105.03466, 39.643711], [-105.02998, 39.642819], [-105.029998, 39.638575], [-105.034707, 39.638593], [-105.034756, 39.633177], [-105.02536, 39.631445], [-105.02932, 39.627792], [-105.044161, 39.628039], [-105.044139, 39.631456], [-105.05341, 39.631504], [-105.053457, 39.629526], [-105.05344, 39.627901], [-105.053483, 39.624253], [-105.053516, 39.620864], [-105.05414, 39.566088], [-105.04874, 39.566088], [-105.040285, 39.56619], [-104.908174, 39.565985], [-104.813131, 39.565988], [-104.749229, 39.566088], [-104.739128, 39.565888], [-104.660626, 39.565909], [-104.604444, 39.565909], [-104.555054, 39.565008], [-104.498314, 39.564143], [-104.427452, 39.563601], [-104.363794, 39.564291], [-104.32345, 39.564386], [-104.254205, 39.564943], [-104.156228, 39.565328], [-104.067321, 39.56582], [-103.908561, 39.566358], [-103.875512, 39.566623], [-103.751925, 39.566561], [-103.714355, 39.566331], [-103.707072, 39.566295], [-103.706613, 39.624985], [-103.706674, 39.725441], [-103.706547, 39.739894]]], [[[-104.940738, 39.706344], [-104.940612, 39.69657], [-104.928183, 39.696634], [-104.928778, 39.70022], [-104.932831, 39.700286], [-104.934171, 39.703771], [-104.926991, 39.703857], [-104.926963, 39.706699], [-104.931648, 39.711098], [-104.940684, 39.711076], [-104.940738, 39.706344]]], [[[-104.930242, 39.674832], [-104.926429, 39.669394], [-104.922221, 39.666947], [-104.921016, 39.660338], [-104.912985, 39.656209], [-104.91297, 39.663133], [-104.915939, 39.663471], [-104.917544, 39.66758], [-104.917559, 39.672983], [-104.925781, 39.676583], [-104.930242, 39.674832]]]], ""type"": ""MultiPolygon""}";39.6497597202, -104.339221207
Broomfield County, Colorado;28.3;08;014;Broomfield County;Colorado;08014;"{""coordinates"": [[[-105.052892, 39.914224], [-105.034347, 39.914181], [-105.034395, 39.921305], [-105.015469, 39.921402], [-105.015657, 39.943131], [-104.9971, 39.943239], [-104.997152, 39.946771], [-105.006265, 39.946805], [-105.006298, 39.950439], [-105.012225, 39.950446], [-105.017117, 39.952814], [-105.015565, 39.955188], [-105.015845, 39.981193], [-104.997423, 39.981213], [-104.99725, 39.968529], [-104.988108, 39.968468], [-104.988108, 39.972175], [-104.997065, 39.972149], [-104.994411, 39.975803], [-104.987784, 39.975746], [-104.987746, 39.986483], [-104.980944, 40.000325], [-104.961405, 40.000337], [-104.961071, 40.044144], [-104.978526, 40.043888], [-104.979905, 40.042111], [-104.980063, 40.029325], [-104.9865, 40.029309], [-104.986543, 40.025799], [-104.999007, 40.025776], [-104.996176, 40.019432], [-104.999065, 40.014887], [-104.989614, 40.01489], [-104.989647, 40.007679], [-105.007995, 40.007581], [-105.007906, 40.000483], [-105.052823, 40.00026], [-105.052797, 39.977674], [-105.064926, 39.972577], [-105.069611, 39.969857], [-105.078632, 39.962182], [-105.088031, 39.959753], [-105.088231, 39.957928], [-105.072002, 39.95767], [-105.071899, 39.950198], [-105.076568, 39.950538], [-105.076637, 39.943329], [-105.091072, 39.943281], [-105.090853, 39.936051], [-105.109236, 39.936135], [-105.114484, 39.930126], [-105.118657, 39.932965], [-105.118562, 39.943323], [-105.109353, 39.943336], [-105.109333, 39.95064], [-105.120514, 39.950527], [-105.121943, 39.95416], [-105.128002, 39.954173], [-105.128165, 39.939618], [-105.137578, 39.939712], [-105.137604, 39.928931], [-105.147041, 39.928938], [-105.147143, 39.913889], [-105.16569, 39.910515], [-105.165167, 39.891486], [-105.14744, 39.88945], [-105.134852, 39.889292], [-105.130885, 39.892697], [-105.128678, 39.899985], [-105.147396, 39.900094], [-105.147117, 39.914002], [-105.108609, 39.914137], [-105.106951, 39.911729], [-105.100641, 39.908638], [-105.100102, 39.902206], [-105.096692, 39.899788], [-105.090624, 39.898903], [-105.08423, 39.899837], [-105.071688, 39.899832], [-105.071775, 39.907018], [-105.062392, 39.907025], [-105.062384, 39.913987], [-105.052892, 39.914224]], [[-105.082349, 39.959364], [-105.074735, 39.963935], [-105.065075, 39.971554], [-105.057709, 39.974669], [-105.057747, 39.968636], [-105.052828, 39.965892], [-105.052889, 39.957826], [-105.080048, 39.957928], [-105.082349, 39.959364]], [[-104.979917, 40.029486], [-104.979911, 40.033053], [-104.97305, 40.033037], [-104.973074, 40.029512], [-104.979917, 40.029486]]], ""type"": ""Polygon""}";39.9542082031, -105.05251565
Chaffee County, Colorado;15.1;08;015;Chaffee County;Colorado;08015;"{""coordinates"": [[[-106.577966, 39.057908], [-106.577551, 39.05321], [-106.58073, 39.048717], [-106.589133, 39.045582], [-106.597233, 39.044821], [-106.599516, 39.033788], [-106.594377, 39.029959], [-106.591692, 39.024923], [-106.594921, 39.020809], [-106.595162, 39.010305], [-106.594455, 39.004185], [-106.599214, 38.997994], [-106.595509, 38.991277], [-106.586802, 38.992694], [-106.577161, 38.990444], [-106.574721, 38.992821], [-106.566129, 38.993792], [-106.560427, 38.998232], [-106.554211, 38.998711], [-106.552183, 38.993476], [-106.546762, 38.991078], [-106.536053, 38.983491], [-106.528389, 38.980727], [-106.524423, 38.971093], [-106.521861, 38.968666], [-106.524056, 38.964205], [-106.528511, 38.959883], [-106.526286, 38.955052], [-106.519877, 38.953969], [-106.515738, 38.948664], [-106.505313, 38.9444], [-106.504371, 38.936849], [-106.496258, 38.93347], [-106.490714, 38.929685], [-106.489938, 38.926316], [-106.480905, 38.918643], [-106.472209, 38.915927], [-106.470044, 38.913053], [-106.465032, 38.910354], [-106.457811, 38.910078], [-106.453808, 38.912755], [-106.446065, 38.913866], [-106.44215, 38.915574], [-106.437175, 38.914906], [-106.430262, 38.924909], [-106.419354, 38.927677], [-106.41718, 38.920898], [-106.412091, 38.915665], [-106.407602, 38.914762], [-106.402124, 38.910617], [-106.393959, 38.912249], [-106.392344, 38.918775], [-106.38036, 38.924871], [-106.376982, 38.922674], [-106.376222, 38.909539], [-106.37344, 38.906608], [-106.367482, 38.906917], [-106.361544, 38.912339], [-106.357073, 38.912945], [-106.345241, 38.907067], [-106.338128, 38.90872], [-106.334984, 38.911666], [-106.326099, 38.911004], [-106.32472, 38.902929], [-106.320863, 38.89586], [-106.321313, 38.892599], [-106.326039, 38.888927], [-106.327505, 38.882297], [-106.334065, 38.881309], [-106.338819, 38.871723], [-106.346982, 38.867213], [-106.34925, 38.864386], [-106.348906, 38.856338], [-106.3643, 38.853419], [-106.364458, 38.846185], [-106.370126, 38.840485], [-106.370204, 38.838719], [-106.37902, 38.835132], [-106.382822, 38.831579], [-106.383632, 38.824705], [-106.391269, 38.82276], [-106.397529, 38.823134], [-106.406987, 38.829334], [-106.416263, 38.82385], [-106.415045, 38.815282], [-106.420551, 38.811609], [-106.422711, 38.807633], [-106.417911, 38.800691], [-106.415055, 38.799636], [-106.412881, 38.791161], [-106.416586, 38.787623], [-106.413816, 38.779093], [-106.415498, 38.772441], [-106.419259, 38.766], [-106.417143, 38.764435], [-106.415099, 38.757095], [-106.419953, 38.751529], [-106.418401, 38.74915], [-106.418011, 38.742028], [-106.42005, 38.738805], [-106.416752, 38.733756], [-106.417431, 38.725675], [-106.423467, 38.720847], [-106.423222, 38.716166], [-106.425275, 38.710307], [-106.431656, 38.708708], [-106.443493, 38.709231], [-106.448313, 38.704928], [-106.452126, 38.698777], [-106.451054, 38.695365], [-106.445959, 38.688988], [-106.440176, 38.68687], [-106.437861, 38.6825], [-106.438072, 38.676635], [-106.435907, 38.67115], [-106.432209, 38.667921], [-106.429088, 38.65762], [-106.430159, 38.653468], [-106.421804, 38.646789], [-106.417223, 38.644919], [-106.407944, 38.647679], [-106.401719, 38.645783], [-106.401189, 38.639702], [-106.390164, 38.641034], [-106.380362, 38.637057], [-106.385174, 38.632362], [-106.385368, 38.624995], [-106.379149, 38.620118], [-106.37558, 38.621224], [-106.365251, 38.615899], [-106.363646, 38.610224], [-106.364697, 38.605889], [-106.359317, 38.599393], [-106.361235, 38.59588], [-106.355951, 38.5901], [-106.3513, 38.58349], [-106.35342, 38.581467], [-106.351673, 38.576905], [-106.344619, 38.568564], [-106.346867, 38.565104], [-106.346641, 38.558864], [-106.350144, 38.555583], [-106.353533, 38.549973], [-106.354964, 38.542868], [-106.353706, 38.53922], [-106.354185, 38.533384], [-106.347131, 38.528761], [-106.342597, 38.521537], [-106.343703, 38.51746], [-106.348108, 38.512499], [-106.342824, 38.50288], [-106.33876, 38.50057], [-106.336308, 38.49665], [-106.330169, 38.49369], [-106.327844, 38.497329], [-106.320529, 38.497645], [-106.31832, 38.495155], [-106.311381, 38.494652], [-106.309297, 38.487963], [-106.303015, 38.476957], [-106.295598, 38.475586], [-106.290543, 38.473528], [-106.288532, 38.461373], [-106.280609, 38.454337], [-106.272655, 38.455196], [-106.272968, 38.44763], [-106.266071, 38.441735], [-106.261333, 38.442355], [-106.245903, 38.439303], [-106.249484, 38.433244], [-106.248618, 38.426043], [-106.24694, 38.422768], [-106.125571, 38.422092], [-106.08813, 38.42228], [-106.076535, 38.423652], [-106.069354, 38.43018], [-106.057982, 38.444691], [-106.059111, 38.448364], [-106.062244, 38.45033], [-106.058571, 38.456945], [-106.052074, 38.454221], [-106.043234, 38.457671], [-106.030665, 38.453538], [-106.019043, 38.454423], [-106.01768, 38.448693], [-106.010751, 38.446566], [-105.93804, 38.50347], [-105.908717, 38.505631], [-105.906074, 38.507595], [-105.905054, 38.511663], [-105.908759, 38.516882], [-105.90834, 38.522489], [-105.903417, 38.528527], [-105.90505, 38.536725], [-105.903349, 38.543049], [-105.90376, 38.547982], [-105.897141, 38.550794], [-105.893527, 38.550935], [-105.892179, 38.554576], [-105.893225, 38.558703], [-105.89061, 38.561053], [-105.885429, 38.561312], [-105.884202, 38.565501], [-105.885524, 38.569782], [-105.89249, 38.573289], [-105.890526, 38.577356], [-105.891138, 38.583957], [-105.88982, 38.587098], [-105.880596, 38.594863], [-105.878033, 38.600581], [-105.879176, 38.607312], [-105.885747, 38.615549], [-105.88491, 38.618731], [-105.887149, 38.621329], [-105.894358, 38.623723], [-105.899679, 38.621973], [-105.904295, 38.624831], [-105.915665, 38.630048], [-105.917739, 38.633255], [-105.910551, 38.641694], [-105.913174, 38.645583], [-105.907912, 38.650939], [-105.91293, 38.653797], [-105.917135, 38.659565], [-105.920903, 38.659794], [-105.920235, 38.664314], [-105.925484, 38.666365], [-105.924972, 38.672568], [-105.92232, 38.675081], [-105.926213, 38.679907], [-105.944275, 38.684852], [-105.945309, 38.690228], [-105.954918, 38.690161], [-105.962473, 38.691195], [-105.96975, 38.693551], [-105.968996, 38.697186], [-105.965375, 38.698979], [-105.961823, 38.706055], [-105.957284, 38.708978], [-105.953039, 38.713655], [-105.946185, 38.716724], [-105.947565, 38.720189], [-105.943469, 38.723144], [-105.946108, 38.727435], [-105.943017, 38.734532], [-105.947947, 38.741689], [-105.94786, 38.743823], [-105.942107, 38.744788], [-105.941433, 38.748687], [-105.938306, 38.753685], [-105.938758, 38.763022], [-105.942511, 38.768512], [-105.939749, 38.771911], [-105.934212, 38.771843], [-105.929289, 38.774547], [-105.929563, 38.78139], [-105.925161, 38.782667], [-105.921123, 38.78936], [-105.915139, 38.790437], [-105.913704, 38.792459], [-105.910454, 38.804877], [-105.906587, 38.806962], [-105.910687, 38.810481], [-105.913997, 38.816063], [-105.917232, 38.817525], [-105.936398, 38.836571], [-105.941625, 38.840174], [-105.939147, 38.846046], [-105.943174, 38.852307], [-105.939515, 38.856593], [-105.933007, 38.861051], [-105.929132, 38.865945], [-105.926846, 38.874235], [-105.931159, 38.874709], [-105.932975, 38.878219], [-105.941238, 38.885592], [-105.949139, 38.883104], [-105.955643, 38.883691], [-105.964965, 38.885977], [-105.974297, 38.882458], [-105.979175, 38.888913], [-105.979418, 38.894533], [-105.974073, 38.89668], [-105.968661, 38.90072], [-105.967447, 38.904939], [-105.969464, 38.908606], [-105.976644, 38.910622], [-105.976531, 38.914419], [-105.9861, 38.918106], [-105.994449, 38.914858], [-105.99817, 38.915159], [-105.999183, 38.918409], [-106.0126, 38.929665], [-106.01501, 38.932712], [-106.020529, 38.934628], [-106.028138, 38.942849], [-106.03683, 38.940647], [-106.045779, 38.941548], [-106.051701, 38.943452], [-106.05825, 38.941805], [-106.060149, 38.937153], [-106.063532, 38.93568], [-106.06591, 38.931896], [-106.07048, 38.932111], [-106.073963, 38.934758], [-106.078628, 38.935255], [-106.08532, 38.93946], [-106.090653, 38.936543], [-106.09355, 38.937958], [-106.100971, 38.9387], [-106.105758, 38.940364], [-106.110995, 38.940099], [-106.113114, 38.945024], [-106.112043, 38.950908], [-106.113757, 38.955327], [-106.112193, 38.960188], [-106.108285, 38.963463], [-106.104968, 38.970026], [-106.104379, 38.974141], [-106.109479, 38.981633], [-106.10951, 38.985939], [-106.116771, 38.988084], [-106.127518, 38.994017], [-106.132568, 38.995519], [-106.137778, 38.994642], [-106.142659, 38.995428], [-106.145414, 38.997899], [-106.160514, 38.994808], [-106.168534, 38.991249], [-106.170067, 38.994644], [-106.176962, 39.001949], [-106.177923, 39.009101], [-106.17947, 39.011249], [-106.184949, 39.012581], [-106.192954, 39.017709], [-106.189473, 39.021279], [-106.192077, 39.029287], [-106.185879, 39.034038], [-106.182501, 39.038551], [-106.185353, 39.04402], [-106.184815, 39.050837], [-106.191006, 39.056073], [-106.231647, 39.056459], [-106.296775, 39.056437], [-106.308686, 39.05615], [-106.347155, 39.056462], [-106.389068, 39.056295], [-106.495066, 39.057252], [-106.500583, 39.057475], [-106.577966, 39.057908]]], ""type"": ""Polygon""}";38.7469421601, -106.194094801
Delta County, Colorado;23.8;08;029;Delta County;Colorado;08029;"{""coordinates"": [[[-107.500606, 39.217916], [-107.509835, 39.216555], [-107.513832, 39.214], [-107.520678, 39.206284], [-107.527505, 39.203884], [-107.526429, 39.198718], [-107.534821, 39.198671], [-107.543455, 39.194401], [-107.543364, 39.181925], [-107.548951, 39.181164], [-107.556929, 39.17834], [-107.560821, 39.178426], [-107.567423, 39.181397], [-107.572992, 39.176347], [-107.583626, 39.173733], [-107.584735, 39.171789], [-107.593877, 39.16482], [-107.601027, 39.16412], [-107.60746, 39.161571], [-107.611056, 39.156499], [-107.614675, 39.154535], [-107.619108, 39.154886], [-107.621279, 39.151035], [-107.627845, 39.149004], [-107.633067, 39.140715], [-107.637893, 39.14202], [-107.648201, 39.131218], [-107.651314, 39.130931], [-107.65376, 39.124002], [-107.661734, 39.117675], [-107.660309, 39.111771], [-107.664604, 39.109447], [-107.669858, 39.108624], [-107.67278, 39.105467], [-107.67384, 39.101092], [-107.680815, 39.100256], [-107.682945, 39.092702], [-107.689556, 39.087171], [-107.700007, 39.083857], [-107.703876, 39.084993], [-107.70778, 39.083695], [-107.713047, 39.079068], [-107.72079, 39.070004], [-107.723055, 39.065185], [-107.737988, 39.06616], [-107.744399, 39.062189], [-107.745563, 39.057648], [-107.750598, 39.053989], [-107.755609, 39.053898], [-107.756077, 39.049895], [-107.763044, 39.047226], [-107.765059, 39.044683], [-107.771085, 39.043693], [-107.780097, 39.05255], [-107.786341, 39.056194], [-107.788944, 39.056276], [-107.792277, 39.060511], [-107.80213, 39.064788], [-107.813461, 39.067263], [-107.818975, 39.069625], [-107.828156, 39.071763], [-107.84001, 39.077168], [-107.841793, 39.076666], [-107.857206, 39.079388], [-107.862618, 39.078876], [-107.867071, 39.074677], [-107.869982, 39.07493], [-107.88017, 39.071102], [-107.888178, 39.066813], [-107.900664, 39.065521], [-107.906811, 39.060729], [-107.916692, 39.063833], [-107.936875, 39.062065], [-107.951221, 39.059702], [-107.9643, 39.059659], [-107.972615, 39.061212], [-107.982173, 39.059878], [-107.987204, 39.052876], [-108.000638, 39.045441], [-108.004278, 39.041915], [-108.01593, 39.036118], [-108.02303, 39.030889], [-108.032004, 39.027368], [-108.035803, 39.020603], [-108.036119, 39.01718], [-108.047801, 39.011452], [-108.050361, 39.015133], [-108.053779, 39.014052], [-108.061427, 39.005303], [-108.064506, 39.00415], [-108.069963, 38.996592], [-108.079712, 38.991128], [-108.086919, 38.982982], [-108.094786, 38.979684], [-108.090372, 38.971612], [-108.08686, 38.967804], [-108.087305, 38.96318], [-108.089772, 38.960205], [-108.095564, 38.956763], [-108.102271, 38.94918], [-108.110785, 38.937557], [-108.117536, 38.931855], [-108.120793, 38.927209], [-108.130657, 38.922305], [-108.137741, 38.926052], [-108.140481, 38.925158], [-108.140616, 38.920623], [-108.144834, 38.916402], [-108.140323, 38.908767], [-108.141763, 38.906377], [-108.146953, 38.907471], [-108.152478, 38.901268], [-108.15942, 38.901053], [-108.16631, 38.902245], [-108.170524, 38.898314], [-108.174209, 38.898156], [-108.176988, 38.895315], [-108.210423, 38.884184], [-108.251357, 38.871177], [-108.334323, 38.843747], [-108.378953, 38.829108], [-108.378999, 38.776657], [-108.37871, 38.754648], [-108.378807, 38.734037], [-108.378698, 38.668097], [-108.261071, 38.668421], [-108.187162, 38.668442], [-108.113506, 38.668529], [-108.059608, 38.668392], [-107.998889, 38.668476], [-107.89265, 38.668144], [-107.778115, 38.66798], [-107.749177, 38.66826], [-107.610105, 38.668439], [-107.500655, 38.668553], [-107.500634, 38.74806], [-107.500638, 38.81245], [-107.500639, 38.913431], [-107.500607, 39.010159], [-107.50068, 39.121694], [-107.500606, 39.217916]]], ""type"": ""Polygon""}";38.8613771496, -107.86290003
El Paso County, Colorado;22.2;08;041;El Paso County;Colorado;08041;"{""coordinates"": [[[-105.033573, 39.12971], [-105.0319, 39.100134], [-105.027195, 39.028887], [-105.027691, 39.01485], [-105.029945, 38.999632], [-105.027317, 38.985558], [-105.027041, 38.956567], [-105.027393, 38.926696], [-105.027881, 38.912214], [-105.027719, 38.897722], [-105.028632, 38.868763], [-105.06676, 38.86918], [-105.071637, 38.81944], [-105.072529, 38.8084], [-105.072184, 38.799382], [-105.054363, 38.799475], [-105.029011, 38.798053], [-105.014748, 38.797824], [-104.994688, 38.79855], [-104.977139, 38.798279], [-104.948775, 38.798559], [-104.939869, 38.796543], [-104.938961, 38.710524], [-104.939715, 38.696319], [-104.942229, 38.696268], [-104.942187, 38.66453], [-104.942425, 38.650159], [-104.942528, 38.624993], [-104.941533, 38.519569], [-104.932949, 38.520286], [-104.895683, 38.5203], [-104.86615, 38.519857], [-104.787217, 38.520119], [-104.770579, 38.519839], [-104.684322, 38.51944], [-104.625657, 38.519943], [-104.604108, 38.520298], [-104.590997, 38.520004], [-104.532637, 38.519843], [-104.500523, 38.519898], [-104.479992, 38.52029], [-104.410798, 38.520617], [-104.298515, 38.520991], [-104.250519, 38.521307], [-104.193522, 38.521834], [-104.165285, 38.522271], [-104.150152, 38.521732], [-104.090179, 38.522004], [-104.083468, 38.522434], [-104.053921, 38.522393], [-104.054308, 38.545154], [-104.054383, 38.595304], [-104.054083, 38.638668], [-104.052982, 38.694341], [-104.051942, 38.694347], [-104.053171, 38.731107], [-104.054503, 38.782669], [-104.055528, 38.868868], [-104.053086, 38.954966], [-104.053461, 39.043828], [-104.051589, 39.12837], [-104.088569, 39.128318], [-104.124979, 39.12889], [-104.125515, 39.128653], [-104.180506, 39.128736], [-104.264236, 39.128659], [-104.310728, 39.129005], [-104.347926, 39.128855], [-104.438798, 39.129374], [-104.483952, 39.129749], [-104.500523, 39.12954], [-104.549815, 39.129393], [-104.662896, 39.129527], [-104.825257, 39.129715], [-104.944675, 39.129827], [-105.00054, 39.129917], [-105.033573, 39.12971]]], ""type"": ""Polygon""}";38.8321042327, -104.525482899
Fremont County, Colorado;23.1;08;043;Fremont County;Colorado;08043;"{""coordinates"": [[[-105.796897, 38.265047], [-105.721303, 38.265034], [-105.665773, 38.264823], [-105.640539, 38.265191], [-105.624901, 38.264851], [-105.591947, 38.264905], [-105.556234, 38.264032], [-105.547577, 38.264294], [-105.536963, 38.263369], [-105.427307, 38.26102], [-105.391854, 38.259755], [-105.328931, 38.258926], [-105.304045, 38.258225], [-105.262914, 38.259048], [-105.245428, 38.25897], [-105.125544, 38.257548], [-105.12328, 38.257685], [-105.049215, 38.257973], [-105.027594, 38.257917], [-104.940366, 38.258275], [-104.940913, 38.370412], [-104.940961, 38.458203], [-104.941299, 38.475934], [-104.941533, 38.519569], [-104.942528, 38.624993], [-104.942425, 38.650159], [-104.994968, 38.651659], [-105.013197, 38.652729], [-105.031364, 38.652326], [-105.049799, 38.652404], [-105.073469, 38.648533], [-105.091363, 38.647754], [-105.114028, 38.647959], [-105.146491, 38.647625], [-105.15998, 38.647954], [-105.202261, 38.648182], [-105.239927, 38.647464], [-105.240303, 38.662169], [-105.237069, 38.679208], [-105.237043, 38.697267], [-105.277883, 38.697556], [-105.328962, 38.697558], [-105.32896, 38.697203], [-105.375545, 38.697516], [-105.448388, 38.697581], [-105.498246, 38.697124], [-105.531547, 38.695935], [-105.580392, 38.695896], [-105.613586, 38.695346], [-105.667397, 38.69482], [-105.726848, 38.694562], [-105.813839, 38.694507], [-105.850859, 38.693924], [-105.881574, 38.694118], [-105.888912, 38.695153], [-105.89839, 38.693769], [-105.944488, 38.693089], [-105.96975, 38.693551], [-105.962473, 38.691195], [-105.954918, 38.690161], [-105.945309, 38.690228], [-105.944275, 38.684852], [-105.926213, 38.679907], [-105.92232, 38.675081], [-105.924972, 38.672568], [-105.925484, 38.666365], [-105.920235, 38.664314], [-105.920903, 38.659794], [-105.917135, 38.659565], [-105.91293, 38.653797], [-105.907912, 38.650939], [-105.913174, 38.645583], [-105.910551, 38.641694], [-105.917739, 38.633255], [-105.915665, 38.630048], [-105.904295, 38.624831], [-105.899679, 38.621973], [-105.894358, 38.623723], [-105.887149, 38.621329], [-105.88491, 38.618731], [-105.885747, 38.615549], [-105.879176, 38.607312], [-105.878033, 38.600581], [-105.880596, 38.594863], [-105.88982, 38.587098], [-105.891138, 38.583957], [-105.890526, 38.577356], [-105.89249, 38.573289], [-105.885524, 38.569782], [-105.884202, 38.565501], [-105.885429, 38.561312], [-105.89061, 38.561053], [-105.893225, 38.558703], [-105.892179, 38.554576], [-105.893527, 38.550935], [-105.897141, 38.550794], [-105.90376, 38.547982], [-105.903349, 38.543049], [-105.90505, 38.536725], [-105.903417, 38.528527], [-105.90834, 38.522489], [-105.908759, 38.516882], [-105.905054, 38.511663], [-105.906074, 38.507595], [-105.908717, 38.505631], [-105.93804, 38.50347], [-106.010751, 38.446566], [-106.012789, 38.440777], [-106.006477, 38.432518], [-106.00193, 38.431466], [-105.999788, 38.423622], [-105.996768, 38.420303], [-105.987308, 38.418802], [-105.9835, 38.419392], [-105.979222, 38.414127], [-105.973389, 38.409459], [-105.970226, 38.41004], [-105.960669, 38.403095], [-105.959495, 38.397095], [-105.955668, 38.394437], [-105.950654, 38.393733], [-105.947606, 38.390526], [-105.947067, 38.385495], [-105.944637, 38.378638], [-105.940433, 38.376973], [-105.938536, 38.374074], [-105.932624, 38.370432], [-105.919851, 38.367156], [-105.918406, 38.363874], [-105.912489, 38.361539], [-105.910236, 38.356413], [-105.906307, 38.353268], [-105.897647, 38.350051], [-105.893478, 38.346292], [-105.892574, 38.343342], [-105.888766, 38.340811], [-105.88876, 38.33436], [-105.885142, 38.32889], [-105.882247, 38.327492], [-105.879292, 38.320628], [-105.876718, 38.318802], [-105.871944, 38.311302], [-105.866817, 38.3057], [-105.861623, 38.303422], [-105.858315, 38.298359], [-105.850176, 38.294456], [-105.846169, 38.290204], [-105.84278, 38.293226], [-105.837202, 38.288411], [-105.830769, 38.285062], [-105.827123, 38.278568], [-105.818973, 38.273597], [-105.810874, 38.2725], [-105.800013, 38.269922], [-105.796897, 38.265047]]], ""type"": ""Polygon""}";38.4730868106, -105.43955474
